Postcode;Straat;Huisnummer van ;Huisnummer tot en met;Woonplaats;Voorkeursblok Sint Jan;Blokouderling;;;;;;;
2806 EH;Krugerlaan;187;215;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 EH;Krugerlaan;200;200;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 EJ;Krugerlaan;20;46;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 EK;Krugerlaan;48;72;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 EL;Krugerlaan;74;110;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 EM;Bothastraat;1;7;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 EM;Bothastraat;2;14;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 EN;Hertzogstraat;1;5;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 EN;Hertzogstraat;2;10;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 EP;Piet Retiefstraat;4;10;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GA;Joubertstraat;39;77;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GB;Joubertstraat;85;115;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GC;Joubertstraat;143;191;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GD;Joubertstraat;193;219;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GE;Joubertstraat;22;54;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GG;Joubertstraat;56;84;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GH;Joubertstraat;86;116;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GJ;Joubertstraat;122;152;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GK;Joubertstraat;154;182;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 GL;Joubertstraat;186;220;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 HA;Sportlaan;1;39;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HB;Sportlaan;41;81;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HC;Sportlaan;2;8;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HC;Sportlaan;83;87;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HD;von Suttnerstraat;1;11;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HD;von Suttnerstraat;2;28;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HE;von Suttnerstraat;30;58;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HG;Briandstraat;2;10;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HH;Tobias Asserstraat;1;1;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HH;Tobias Asserstraat;2;30;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HJ;Nansenstraat;1;23;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HK;Nansenstraat;25;59;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HL;Nansenstraat;6;38;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HM;Nansenstraat;40;80;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HN;Nansenstraat;61;61;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HN;Nansenstraat;82;124;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HP;John Mottstraat;1;37;GOUDA                   ;A-8;onbekend;;;;;;;
2806 HP;John Mottstraat;2;6;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JA;Dunantsingel;1;35;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JB;Dunantsingel;2;42;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JC;Dunantsingel;44;84;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JD;Dunantsingel;86;92;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JE;Dunantsingel;128;168;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JG;Dunantsingel;170;208;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JH;Dunantsingel;210;228;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JK;Dunantsingel;314;314;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JL;Bernadottelaan;1;39;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JM;Wilsonplein;1;25;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JM;Wilsonplein;2;26;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JM;Bernadottelaan;41;111;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JN;Bernadottelaan;2;42;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JP;Bernadottelaan;44;108;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JR;Bernadottelaan;110;196;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JS;Hammarskjoldhof;1;23;GOUDA                   ;A-8;onbekend;;;;;;;
2806 JS;Hammarskjoldhof;2;22;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KA;Johannes Poststraat;1;27;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KB;Johannes Poststraat;29;55;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KC;Johannes Poststraat;2;152;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KD;Vrijheidslaan;1;21;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KD;Vrijheidslaan;2;20;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KE;Vrijheidslaan;22;52;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KE;Vrijheidslaan;23;53;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KG;Vrijheidslaan;61;95;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KH;Vrijheidslaan;97;153;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KJ;Vrijheidslaan;155;201;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KK;Gedenklaan;1;15;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KL;Gedenklaan;2;58;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KM;Gedenklaan;62;118;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KN;Gedenklaan;17;21;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KN;Gedenklaan;120;154;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KP;Helena Rietbergstraat;3;13;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KP;Helena Rietbergstraat;4;12;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KR;Helena Rietbergstraat;14;24;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KR;Helena Rietbergstraat;15;23;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KS;Brandsmastraat;1;47;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KT;Brandsmastraat;2;36;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KV;Brandsmastraat;38;64;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KW;Brandsmastraat;66;92;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KX;Dobbestraat;5;9;GOUDA                   ;A-8;onbekend;;;;;;;
2806 KZ;Dobbestraat;2;4;GOUDA                   ;A-8;onbekend;;;;;;;
2806 LA;Bleysstraat;1;33;GOUDA                   ;A-8;onbekend;;;;;;;
2806 LA;Bleysstraat;2;34;GOUDA                   ;A-8;onbekend;;;;;;;
2806 LB;Bleysstraat;35;67;GOUDA                   ;A-8;onbekend;;;;;;;
2806 LB;Bleysstraat;36;68;GOUDA                   ;A-8;onbekend;;;;;;;
2806 LK;Joubertstraat;184;184;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 MA;Wiardi Beckmanstraat;1;47;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MA;de Kortestraat;2;2;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MB;Wiardi Beckmanstraat;2;2;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MC;Eendrachtsweg;1;51;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MD;Eendrachtsweg;53;87;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ME;Eendrachtsweg;89;129;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MG;Eendrachtsweg;131;161;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MH;Eendrachtsweg;2;46;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MJ;de Rijkestraat;1;7;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MJ;de Rijkestraat;2;38;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MK;Verzetslaan;1;3;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MK;Verzetslaan;2;42;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ML;Verzetslaan;44;94;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MN;Verzetslaan;96;136;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MP;Verzetslaan;138;178;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MR;Verzetslaan;180;206;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MS;Verzetslaan;208;236;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MT;Teldersstraat;1;47;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MV;Teldersstraat;2;48;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MX;Teldersstraat;50;54;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MZ;Rutgersstraat;1;55;GOUDA                   ;A-8;onbekend;;;;;;;
2806 MZ;Rutgersstraat;2;56;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NA;Boelhouwerstraat;1;11;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NA;Boelhouwerstraat;2;10;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NB;van Roijenstraat;1;3;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NB;van Roijenstraat;2;4;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NC;Dercksenstraat;1;23;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NC;Dercksenstraat;2;22;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ND;Koerierspad;1;7;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ND;Koerierspad;2;6;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NE;Walraven van Halllaan;1;73;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NG;Walraven van Halllaan;75;113;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NH;Walraven van Halllaan;115;155;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NJ;Walraven van Halllaan;2;24;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NK;Nieuwenhuisenpad;2;2;GOUDA                   ;A-8;onbekend;;;;;;;
2806 NZ;Goejanverwelledijk;2;20;GOUDA                   ;A-8;onbekend;;;;;;;
2806 PA;1e H v Alphenstr;1;27;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PB;1e H v Alphenstr;20;70;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PB;1e H v Alphenstr;29;47;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PC;1e H v Alphenstr;2;18;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PD;Jan Luykenstraat;1;27;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PE;Jan Luykenstraat;29;55;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PG;Jan Luykenstraat;2;36;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PH;Jan Luykenstraat;38;66;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PJ;Elizabeth Wolffstraat;1;5;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PJ;Elizabeth Wolffstraat;2;10;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PK;Eerste Kade;1;27;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PL;Eerste Kade;31;71;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PM;Eerste Kade;73;83;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PN;Eerste Kade;2;38;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PP;Agatha Dekenstraat;1;9;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PP;Agatha Dekenstraat;2;10;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PR;Tweede Kade;1;37;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PS;Tweede Kade;2;38;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PT;Tweede Kade;40;80;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PV;1e H v Alphenstr;72;114;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PW;Jantjeserf;4;18;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PX;Jan Verzwollestraat;1;15;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PX;Jan Verzwollestraat;2;2;GOUDA                   ;A-7;onbekend;;;;;;;
2806 PZ;Boomgaardstraat;1;23;GOUDA                   ;A-8;onbekend;;;;;;;
2806 PZ;Boomgaardstraat;2;24;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RA;Noothoven van Goorstraat;1;13;GOUDA                   ;A-7;onbekend;;;;;;;
2806 RA;Noothoven van Goorstraat;2;14;GOUDA                   ;A-7;onbekend;;;;;;;
2806 RB;Noothoven van Goorstraat;15;29;GOUDA                   ;A-7;onbekend;;;;;;;
2806 RB;Noothoven van Goorstraat;16;30;GOUDA                   ;A-7;onbekend;;;;;;;
2806 RC;Noothoven van Goorstraat;32;44;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RC;Noothoven van Goorstraat;33;45;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RD;Noothoven van Goorstraat;46;48;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RD;Noothoven van Goorstraat;47;49;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RE;Noothoven van Goorstraat;50;90;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RE;Noothoven van Goorstraat;51;89;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RG;Rhijnvis Feithstraat;1;27;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RH;Rhijnvis Feithstraat;2;32;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RJ;Bellamystraat;1;23;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RK;Bellamystraat;2;10;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RL;Samuel Munckerstraat;1;45;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RL;Samuel Munckerstraat;22;22;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RM;Derde Kade;29;59;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RN;Derde Kade;99;129;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RP;Derde Kade;36;84;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RR;Derde Kade;104;124;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RS;2e H v Alphenstr;1;21;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RT;2e H v Alphenstr;23;59;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RV;2e H v Alphenstr;12;52;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RW;van Persijnstraat;3;17;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RW;van Persijnstraat;4;10;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RX;van Persijnstraat;12;32;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RX;van Persijnstraat;19;29;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RZ;Gregorius Coolstraat;13;37;GOUDA                   ;A-8;onbekend;;;;;;;
2806 RZ;Gregorius Coolstraat;14;38;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SB;Vierde Kade;55;65;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SB;Vierde Kade;56;62;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SC;Pieter Pourbusstraat;1;1;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SC;Pieter Pourbusstraat;2;10;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SE;Willem Tombergstraat;1;39;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SG;Willem Tombergstraat;41;59;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SH;Willem Tombergstraat;12;40;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SJ;Willem Tombergstraat;42;68;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SK;Cornelis Ketelstraat;1;43;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SL;Cornelis Ketelstraat;45;87;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SM;Cornelis Ketelstraat;2;44;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SN;Cornelis Ketelstraat;46;72;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SP;A Gerridsz de Vrijestr;1;7;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SP;A Gerridsz de Vrijestr;2;22;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ST;Samuel Munckerstraat;24;46;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SV;Slachthuiserf;1;1;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SW;Pieter Langendijkpad;1;7;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SX;Justus van Effenpad;1;7;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SX;Justus van Effenpad;2;8;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SZ;Belle van Zuylenpad;1;11;GOUDA                   ;A-8;onbekend;;;;;;;
2806 SZ;Belle van Zuylenpad;2;12;GOUDA                   ;A-8;onbekend;;;;;;;
2806 TA;Dijkstraat;1;15;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TA;Dijkstraat;2;6;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TB;IJssellaan;1;21;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TC;IJssellaan;37;67;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TD;IJssellaan;69;99;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TE;IJssellaan;105;135;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TG;IJssellaan;137;167;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TH;IJssellaan;169;197;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TJ;IJssellaan;199;235;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TK;IJssellaan;2;16;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TL;IJssellaan;26;66;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TM;IJssellaan;68;110;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TN;IJssellaan;114;152;GOUDA                   ;A-3;onbekend;;;;;;;
2806 TP;F.W. Reitzstraat;1;37;GOUDA                   ;A-9;onbekend;;;;;;;
2806 TR;F.W. Reitzstraat;39;77;GOUDA                   ;A-9;onbekend;;;;;;;
2806 TS;F.W. Reitzstraat;2;28;GOUDA                   ;A-9;onbekend;;;;;;;
2806 TT;F.W. Reitzstraat;30;58;GOUDA                   ;A-9;onbekend;;;;;;;
2806 TV;Cronjestraat;2;28;GOUDA                   ;A-9;onbekend;;;;;;;
2806 TV;Cronjestraat;3;27;GOUDA                   ;A-9;onbekend;;;;;;;
2806 TW;Pretoriaplein;1;55;GOUDA                   ;A-9;onbekend;;;;;;;
2806 TX;Pretoriaplein;2;26;GOUDA                   ;A-9;onbekend;;;;;;;
2806 TZ;Pretoriaplein;44;48;GOUDA                   ;A-9;onbekend;;;;;;;
2806 VA;Fourieweg;5;19;GOUDA                   ;A-9;onbekend;;;;;;;
2806 VA;Fourieweg;6;18;GOUDA                   ;A-9;onbekend;;;;;;;
2806 VB;Dr.Leydsstraat;1;15;GOUDA                   ;A-8;onbekend;;;;;;;
2806 VB;Dr.Leydsstraat;2;16;GOUDA                   ;A-8;onbekend;;;;;;;
2806 VC;Christiaan de Wetstraat;3;15;GOUDA                   ;A-9;onbekend;;;;;;;
2806 VC;Christiaan de Wetstraat;4;14;GOUDA                   ;A-9;onbekend;;;;;;;
2806 VD;Christiaan de Wetstraat;16;28;GOUDA                   ;A-9;onbekend;;;;;;;
2806 VD;Christiaan de Wetstraat;17;25;GOUDA                   ;A-9;onbekend;;;;;;;
2806 VE;Kolfwetering;101;143;GOUDA                   ;A-3;onbekend;;;;;;;
2806 VV;De Kwekerij;1;15;GOUDA                   ;A-3;onbekend;;;;;;;
2806 VZ;Schooltuinen;21;21;GOUDA                   ;A-3;onbekend;;;;;;;
2806 VZ;Schooltuinen;20;60;GOUDA                   ;A-3;onbekend;;;;;;;
2806 WB;Adriaan Vlackstraat;1;9;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WB;Adriaan Vlackstraat;2;10;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WC;Coornhertstraat;1;21;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WD;Coornhertstraat;2;30;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WE;Sint Josephstraat;1;35;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WG;Sint Josephstraat;37;51;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WH;Sint Josephstraat;53;67;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WJ;Sint Josephstraat;2;34;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WK;Sint Josephstraat;36;68;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WL;Sint Josephstraat;70;102;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WN;d Lange v Wijngaardenstr;1;5;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WN;d Lange v Wijngaardenstr;2;28;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WP;Zoutmanplein;1;5;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WP;Zoutmanplein;2;6;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WR;Zoutmanplein;7;11;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WR;Zoutmanplein;8;12;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WS;Zoutmanplein;13;19;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WS;Zoutmanplein;14;18;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WT;Zoutmanplein;20;26;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WT;Zoutmanplein;21;27;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WV;Johan den Haenstraat;1;9;GOUDA                   ;A-4;onbekend;;;;;;;
2806 WV;Johan den Haenstraat;2;4;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XA;Zoutmanstraat;1;31;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XB;Zoutmanstraat;33;41;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XC;Zoutmanstraat;2;32;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XD;Zoutmanstraat;34;70;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XE;Mr.D.J.van Heusdestraat;1;27;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XG;Mr.D.J.van Heusdestraat;29;53;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XH;Mr.D.J.van Heusdestraat;2;26;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XJ;Mr.D.J.van Heusdestraat;28;52;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XK;van Middelantstraat;1;29;GOUDA                   ;A-4;onbekend;;;;;;;
2806 XK;van Middelantstraat;2;38;GOUDA                   ;A-4;onbekend;;;;;;;
2806 ZA;Zuidelijke Steijnkade;1;13;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 ZA;Zuidelijke Steijnkade;4;14;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 ZB;Zuidelijke Steijnkade;15;27;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 ZB;Zuidelijke Steijnkade;16;28;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 ZC;Voorwillenseweg;1;47;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZC;Voorwillenseweg;2;2;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZD;Voorwillenseweg;49;93;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZE;Voorwillenseweg;14;14;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZE;Voorwillenseweg;95;133;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZG;Voorwillenseweg;18;146;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZG;Voorwillenseweg;135;149;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZH;Zuidelijke Zwarteweg;2;24;GOUDA                   ;A-10;Anne Bosman;;;;;;;
2806 ZJ;Bunchestraat;1;3;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZJ;Bunchestraat;2;28;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZK;Bunchestraat;30;52;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZL;van Heuven Goedhartsngl;2;10;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZM;van Heuven Goedhartsngl;12;18;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZN;Marshallpad;1;11;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZN;Marshallpad;2;12;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZP;Soderblomstraat;2;18;GOUDA                   ;A-1;onbekend;;;;;;;
2806 ZR;Schweitzerplein;1;17;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZR;Schweitzerplein;2;16;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZS;Schweitzerplein;19;69;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZS;Schweitzerplein;20;70;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZT;Stresemannpad;1;11;GOUDA                   ;A-8;onbekend;;;;;;;
2806 ZT;Stresemannpad;2;12;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AA;Verkennerspad;1;3;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AA;Verkennerspad;2;6;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AB;Han Hollanderweg;1;15;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AC;Han Hollanderweg;17;47;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AD;Han Hollanderweg;2;36;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AE;Han Hollanderweg;38;72;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AG;Han Hollanderweg;74;108;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AH;Han Hollanderweg;110;144;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AJ;Han Hollanderweg;156;168;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AK;Han Hollanderweg;170;182;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AL;Han Hollanderweg;184;194;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AM;Piet Moeskopsstraat;1;7;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AM;Piet Moeskopsstraat;2;8;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AN;Marathonlaan;1;39;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AP;Marathonlaan;41;79;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AR;Marathonlaan;81;119;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AS;Marathonlaan;121;141;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AT;Marathonlaan;143;181;GOUDA                   ;A-8;onbekend;;;;;;;
2807 AV;Marathonlaan;183;221;GOUDA                   ;A-8;onbekend;;;;;;;
